"Applied filters:
proele_vazkra_nazpln is Hlavní město Praha
progra_nazpln is Základní územní jednotky";
;
Trasa;Počet cest
Praha 6 →  C Pražského povstání;29 149
Praha 10 →  A Hradčanská;29 117
Praha 10 →  C Nádraží Holešovice;29 043
Praha 3 →  B Českomoravská;28 928
Praha 14 →  B Křižíkova;28 925
Praha 1 →  B Černý Most;28 830
Praha 5 →  B Vysočanská;28 777
Praha 7 →  C Pankrác;28 603
Praha-Řeporyje →  A Nemocnice Motol;28 443
Praha 12 →  C I. P. Pavlova;28 378
Praha 4 →  A Hradčanská;28 368
Praha 3 →  A Dejvická;28 239
Praha 2 →  B Palmovka;28 148
Praha 14 →  B Anděl;27 841
Praha-Suchdol →  A/C Muzeum;27 556
Praha 1 →  A Želivského;27 214
Praha 5 →  B Českomoravská;27 064
Praha 3 →  A Skalka;26 927
Praha 7 →  C Budějovická;26 837
Praha 17 →  A Nádraží Veleslavín;26 774
Praha 9 →  B Rajská zahrada;26 680
Praha-Slivenec →  B Anděl;26 679
Praha 21 →  C Hlavní nádraží;26 664
Praha 3 →  A Malostranská;26 591
Praha 14 →  B Karlovo náměstí;26 573
Praha-Zličín →  B Lužiny;26 495
Praha 7 →  B Českomoravská;26 357
Praha 8 →  C Kačerov;26 168
Praha-Slivenec →  B Lužiny;26 140
Praha 6 →  B Smíchovské nádraží;26 057
Praha 1 →  C Ládví;25 995
Praha 4 →  B Nové Butovice;25 826
Praha-Libuš →  A/C Muzeum;25 750
Praha 6 →  A Želivského;25 735
Praha 3 →  C Kobylisy;25 671
Praha 11 →  C Vltavská;25 653
Praha 5 →  C Kačerov;25 621
Praha 10 →  B Černý Most;25 580
Praha 1 →  A Nádraží Veleslavín;25 554
Praha-Čakovice →  C Ládví;25 458
Praha 3 →  B Smíchovské nádraží;25 382
Praha 8 →  B Hloubětín;25 230
Praha 19 →  C Prosek;25 205
Praha-Dolní Měcholupy →  A Depo Hostivař;25 191
Praha 3 →  C Pražského povstání;25 177
Praha 6 →  A Jiřího z Poděbrad;25 126
Praha 20 →  B Kolbenova;25 115
Praha-Ďáblice →  C Letňany;25 060
Praha-Kunratice →  B Smíchovské nádraží;24 964
Praha 7 →  C Chodov;24 958
Praha 8 →  B Kolbenova;24 889
Praha 18 →  C Nádraží Holešovice;24 788
Praha 15 →  B/C Florenc;24 750
Praha 8 →  A Náměstí Míru;24 740
Praha 4 →  B Černý Most;24 679
Praha-Libuš →  C Pankrác;24 581
Praha 5 →  C Kobylisy;24 527
Praha 12 →  C Pražského povstání;24 488
Praha-Klánovice →  B Černý Most;24 476
Praha 14 →  B Národní třída;24 329
Praha 16 →  B Anděl;24 290
Praha-Újezd →  C Chodov;24 218
Praha 5 →  B Stodůlky;24 076
Praha 10 →  C Kobylisy;24 054
Praha 5 →  B Černý Most;23 923
Praha 3 →  B Černý Most;23 921
Praha-Petrovice →  C Opatov;23 651
Praha 11 →  B Anděl;23 591
Praha 7 →  C Ládví;23 580
Praha 6 →  A Skalka;23 489
Praha-Kunratice →  C I. P. Pavlova;23 453
Praha-Kunratice →  B/C Florenc;23 370
Praha 4 →  B Českomoravská;23 326
Praha 9 →  C Budějovická;23 312
Praha 5 →  A Flora;23 287
Praha 18 →  A/B Můstek;23 276
Praha 4 →  B Křižíkova;23 232
Praha 7 →  B Vysočanská;23 188
Praha 19 →  B Rajská zahrada;22 926
Praha 15 →  C I. P. Pavlova;22 831
Praha 15 →  A Depo Hostivař;22 775
Praha 2 →  B Křižíkova;22 690
Praha 3 →  A Hradčanská;22 408
Praha-Troja →  A Dejvická;22 286
Praha 7 →  C Pražského povstání;22 174
Praha 11 →  B Karlovo náměstí;22 106
Praha 2 →  B Vysočanská;22 098
Praha-Zbraslav →  A/B Můstek;21 796
Praha 5 →  B Invalidovna;21 782
Praha-Čakovice →  B/C Florenc;21 750
Praha 15 →  B Vysočanská;21 638
Praha 20 →  B Palmovka;21 554
Praha 4 →  C Ládví;21 495
Praha 17 →  A/B Můstek;21 494
Praha 8 →  A Malostranská;21 263
Praha 9 →  C Pankrác;21 166
Praha-Zličín →  B Nové Butovice;21 077
Praha-Zličín →  B Hůrka;21 061
Praha 9 →  C Vyšehrad;21 001
Praha 3 →  C Prosek;20 981
Praha 11 →  B Náměstí Republiky;20 959
Praha-Dolní Počernice →  B Palmovka;20 834
Praha-Suchdol →  C Nádraží Holešovice;20 789
Praha 20 →  B Náměstí Republiky;20 785
Praha 12 →  C Vyšehrad;20 734
Praha 10 →  C Prosek;20 714
Praha 11 →  A Želivského;20 662
Praha-Klánovice →  C Hlavní nádraží;20 556
Praha 9 →  B Smíchovské nádraží;20 473
Praha 3 →  C Ládví;20 432
Praha-Zličín →  C I. P. Pavlova;20 428
